player,pos,team,season,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,ttl,avg
Gabe Davis,WR,BUF,2022,5,NA,6,3,6,6,NA,7,5,10,7,5,7,4,6,6,NA,NA,83,5.9
Taiwan Jones,RB,BUF,2022,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0
Avery Williams,RB,ATL,2022,1,1,0,0,2,1,1,2,1,0,0,0,0,NA,2,2,NA,NA,13,0.9
Cordarrelle Patterson,RB,ATL,2022,5,1,1,0,NA,NA,NA,NA,1,1,2,5,0,NA,3,1,NA,NA,20,1.8
Damien Williams,RB,ATL,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Parker Hesse,TE,ATL,2022,2,1,0,1,1,NA,NA,1,NA,0,NA,2,1,NA,0,1,NA,NA,10,0.9
Olamide Zaccheaus,WR,ATL,2022,4,2,2,2,4,4,4,1,2,4,2,8,5,NA,3,7,NA,NA,54,3.6
Anthony Firkser,TE,ATL,2022,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,2,3,NA,NA,12,1.7
KhaDarel Hodge,WR,ATL,2022,3,3,NA,1,5,0,0,NA,2,2,1,NA,2,NA,0,0,NA,NA,19,1.6
Drake London,WR,ATL,2022,7,12,6,7,7,4,1,5,7,6,3,4,12,NA,11,9,NA,NA,101,6.7
Kyle Pitts,TE,ATL,2022,7,3,8,4,NA,3,5,9,7,8,5,NA,NA,NA,NA,NA,NA,NA,59,5.9
Bryan Edwards,WR,ATL,2022,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.3
Quinton Bell,WR,ATL,2022,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
Mark Ingram II,RB,NO,2022,1,2,0,3,0,2,3,1,NA,NA,NA,1,5,NA,NA,NA,NA,NA,18,1.8
Alvin Kamara,RB,NO,2022,4,NA,7,NA,6,9,9,10,4,4,5,7,3,NA,2,4,NA,NA,74,5.7
Taysom Hill,TE,NO,2022,1,0,NA,0,0,0,1,2,1,0,1,2,3,NA,0,0,NA,NA,11,0.8
Chris Olave,WR,NO,2022,3,13,13,7,6,NA,14,7,9,5,6,9,6,NA,4,NA,NA,NA,102,7.8
Juwan Johnson,TE,NO,2022,5,7,1,4,2,6,5,4,2,7,4,2,NA,NA,6,2,NA,NA,57,4.1
Michael Thomas,WR,NO,2022,8,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7.3
Jarvis Landry,WR,NO,2022,9,5,5,2,NA,NA,NA,NA,NA,6,4,4,3,NA,1,NA,NA,NA,39,4.3
Deonte Harty,WR,NO,2022,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5
Breece Hall,RB,NYJ,2022,9,1,11,6,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4.4
Michael Carter,RB,NYJ,2022,9,5,2,3,2,1,2,7,1,NA,2,2,NA,6,1,5,NA,NA,48,3.4
Braxton Berrios,WR,NYJ,2022,6,0,1,1,1,1,4,1,2,NA,1,1,3,3,6,0,NA,NA,31,2.1
Corey Davis,WR,NYJ,2022,10,4,5,6,4,4,1,NA,NA,NA,NA,3,10,1,NA,7,NA,NA,55,5
Lawrence Cager,WR,NYG,2022,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,9,1.8
Tyler Conklin,TE,NYJ,2022,7,9,8,5,1,2,6,10,2,NA,3,3,7,8,2,4,NA,NA,77,5.1
Elijah Moore,WR,NYJ,2022,7,5,9,4,4,0,0,1,NA,NA,4,2,6,10,7,3,NA,NA,62,4.4
Garrett Wilson,WR,NYJ,2022,8,14,11,6,4,5,4,7,9,NA,3,8,15,7,9,9,NA,NA,119,7.9
Justin Hardee,WR,NYJ,2022,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,0,0
Justice Hill,RB,BAL,2022,2,0,0,2,NA,NA,0,0,1,NA,3,0,2,0,1,1,NA,NA,12,0.9
Kenyan Drake,RB,BAL,2022,1,0,NA,NA,1,2,1,4,2,NA,4,1,3,2,NA,NA,NA,NA,21,1.9
Mike Davis,RB,BAL,2022,0,0,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0.4
Rashod Bateman,WR,BAL,2022,5,7,4,6,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4.7
Isaiah Likely,TE,BAL,2022,4,5,2,NA,2,4,1,7,5,NA,3,NA,4,NA,3,2,NA,NA,42,3.5
Devin Duvernay,WR,BAL,2022,4,2,2,5,7,5,3,4,1,NA,1,5,6,1,3,NA,NA,NA,49,3.5
Mark Andrews,TE,BAL,2022,7,11,13,5,10,11,2,5,NA,NA,8,7,7,6,7,5,NA,NA,104,7.4
Patrick Ricard,RB,BAL,2022,1,0,1,3,NA,1,2,0,1,NA,0,3,1,0,0,NA,NA,NA,13,1
Tylan Wallace,WR,BAL,2022,1,2,NA,NA,2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,1.2
Demarcus Robinson,WR,BAL,2022,4,2,1,3,2,5,NA,8,4,NA,9,4,8,6,6,1,NA,NA,63,4.5
James Proche II,WR,BAL,2022,0,NA,NA,NA,2,NA,0,4,2,NA,2,0,2,NA,2,0,NA,NA,14,1.4
Samaje Perine,RB,CIN,2022,5,1,2,1,4,2,2,3,2,NA,4,7,7,5,1,4,NA,NA,50,3.3
Joe Mixon,RB,CIN,2022,9,4,7,4,3,6,3,9,5,NA,3,NA,NA,2,6,9,NA,NA,70,5.4
Ja'Marr Chase,WR,CIN,2022,16,9,10,6,12,10,11,NA,NA,NA,NA,NA,8,15,13,11,NA,NA,121,11
Drew Sample,TE,CIN,2022,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Tee Higgins,WR,CIN,2022,2,10,7,9,NA,9,7,6,8,NA,13,9,5,NA,8,9,NA,NA,102,7.8
Hayden Hurst,TE,CIN,2022,8,7,2,4,7,3,8,4,5,NA,3,9,3,NA,NA,NA,NA,NA,63,5.3
Mike Thomas,WR,CIN,2022,5,NA,NA,NA,3,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2
Tyler Boyd,WR,CIN,2022,7,2,5,5,4,6,9,5,6,NA,7,4,5,1,5,4,NA,NA,75,5
Trent Taylor,WR,CIN,2022,0,0,0,0,0,0,0,1,2,NA,1,2,0,4,0,0,NA,NA,10,0.7
Stanley Morgan Jr.,WR,CIN,2022,0,NA,0,NA,1,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,1,0.1
Najee Harris,RB,PIT,2022,2,6,3,0,4,3,4,6,NA,1,6,1,1,3,0,9,NA,NA,49,3.3
Jaylen Warren,RB,PIT,2022,1,1,1,1,5,0,2,3,NA,3,1,NA,2,3,1,2,NA,NA,26,1.9
Chase Claypool,WR,CHI,2022,6,6,6,2,9,7,8,6,6,2,3,5,6,NA,NA,NA,NA,NA,72,5.5
Pat Freiermuth,TE,PIT,2022,10,7,4,9,2,NA,9,7,NA,7,12,4,5,6,NA,8,NA,NA,90,6.9
Zach Gentry,TE,PIT,2022,2,NA,NA,1,6,1,2,1,NA,1,3,1,1,1,1,1,NA,NA,22,1.7
Miles Boykin,WR,PIT,2022,1,0,0,NA,1,0,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,3,0.4
George Pickens,WR,PIT,2022,3,2,7,8,8,6,6,3,NA,4,6,6,2,3,5,5,NA,NA,74,4.9
Diontae Johnson,WR,PIT,2022,12,10,11,4,13,7,10,9,NA,5,5,8,11,8,10,7,NA,NA,130,8.7
Gunner Olszewski,WR,PIT,2022,0,0,0,0,NA,0,0,0,NA,1,3,0,0,2,1,NA,NA,NA,7,0.5
Connor Heyward,TE,PIT,2022,0,0,NA,NA,2,3,1,0,NA,2,0,0,1,1,0,3,NA,NA,13,1
Benny Snell Jr.,RB,PIT,2022,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,1,0,NA,0,NA,NA,2,0.3
Raheem Mostert,RB,MIA,2022,1,3,2,3,3,2,5,1,2,4,NA,NA,0,1,2,3,NA,NA,32,2.3
Tyreek Hill,WR,MIA,2022,12,13,4,14,7,15,13,14,8,6,NA,9,14,10,13,6,NA,NA,158,10.5
Alec Ingold,RB,MIA,2022,2,2,1,NA,NA,2,NA,1,NA,4,NA,1,4,1,2,2,NA,NA,22,2
Cedrick Wilson Jr.,WR,MIA,2022,2,1,NA,NA,4,NA,0,1,2,1,NA,3,0,2,2,0,NA,NA,18,1.5
Jaylen Waddle,WR,MIA,2022,5,19,6,5,4,10,5,9,7,5,NA,10,5,4,7,6,NA,NA,107,7.1
Chase Edmonds,RB,DEN,2022,4,3,1,3,2,2,2,0,NA,2,0,NA,NA,NA,NA,2,NA,NA,21,1.9
Trent Sherfield,WR,MIA,2022,2,2,1,6,2,4,3,2,3,5,NA,5,3,4,1,2,NA,NA,45,3
Mike Gesicki,TE,MIA,2022,1,4,1,4,2,7,7,4,2,3,NA,1,1,2,1,2,NA,NA,42,2.8
Durham Smythe,TE,MIA,2022,2,1,3,0,1,NA,NA,NA,2,0,NA,1,2,NA,1,1,NA,NA,14,1.3
Ty Montgomery,RB,NE,2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4
Jakobi Meyers,WR,NE,2022,6,13,NA,NA,8,4,2,13,6,NA,6,4,5,NA,6,7,NA,NA,80,6.7
Damien Harris,RB,NE,2022,3,2,3,1,1,NA,2,2,NA,NA,2,0,NA,NA,NA,NA,NA,NA,16,1.8
Rhamondre Stevenson,RB,NE,2022,2,2,5,5,2,5,8,7,7,NA,6,10,8,3,3,5,NA,NA,78,5.2
Nelson Agholor,WR,NE,2022,5,6,3,4,1,NA,1,1,NA,NA,3,8,3,10,6,0,NA,NA,51,3.9
Kendrick Bourne,WR,NE,2022,1,3,5,3,1,1,NA,1,4,NA,1,4,2,5,1,9,NA,NA,41,2.9
Hunter Henry,TE,NE,2022,3,1,1,4,5,7,2,1,4,NA,1,5,5,3,4,NA,NA,NA,46,3.3
DeVante Parker,WR,NE,2022,2,2,10,2,0,6,5,1,NA,NA,2,4,4,2,NA,NA,NA,NA,40,3.3
Jonnu Smith,TE,NE,2022,4,3,4,NA,NA,2,3,4,3,NA,4,NA,2,2,3,4,NA,NA,38,3.2
Jahan Dotson,WR,WAS,2022,5,5,8,4,NA,NA,NA,NA,NA,1,2,1,9,NA,6,9,NA,NA,50,5
Curtis Samuel,WR,WAS,2022,11,9,10,7,8,5,8,4,4,4,2,0,7,NA,5,5,NA,NA,89,5.9
J.D. McKissic,RB,WAS,2022,3,7,9,4,7,3,2,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,40,4.4
Antonio Gibson,RB,WAS,2022,8,4,1,3,4,4,4,7,3,3,3,3,4,NA,4,3,NA,NA,58,3.9
Cam Sims,WR,WAS,2022,1,2,NA,NA,2,2,2,2,1,1,1,NA,2,NA,NA,0,NA,NA,16,1.5
Armani Rogers,TE,WAS,2022,1,NA,0,NA,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0.8
Dax Milne,WR,WAS,2022,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,0,0,NA,NA,7,0.5
John Bates,TE,WAS,2022,1,3,1,6,3,NA,NA,1,2,NA,1,4,NA,NA,0,NA,NA,NA,22,2.2
Terry McLaurin,WR,WAS,2022,4,8,9,6,6,4,8,8,9,11,7,6,12,NA,6,5,NA,NA,109,7.3
Logan Thomas,TE,WAS,2022,6,5,3,6,NA,NA,NA,NA,3,4,6,3,4,NA,3,8,NA,NA,51,4.6
Jonathan Williams,RB,WAS,2022,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,NA,3,0.4
Travis Etienne Jr.,RB,JAC,2022,4,3,3,1,5,2,5,3,2,3,NA,0,3,0,3,3,NA,NA,40,2.7
James Robinson,RB,NYJ,2022,2,2,3,0,2,1,1,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,14,1.3
Jamal Agnew,WR,JAC,2022,1,1,1,6,1,1,NA,NA,0,4,NA,5,1,3,3,1,NA,NA,28,2.2
Christian Kirk,WR,JAC,2022,12,6,9,9,3,5,10,7,9,12,NA,9,8,7,10,6,NA,NA,122,8.1
Evan Engram,TE,JAC,2022,4,8,3,1,10,6,7,6,2,4,NA,1,7,15,10,8,NA,NA,92,6.1
Zay Jones,WR,JAC,2022,9,4,11,NA,8,5,10,3,5,10,NA,14,7,12,8,4,NA,NA,110,7.9
Marvin Jones Jr.,WR,JAC,2022,6,5,7,1,11,NA,8,3,6,3,NA,3,4,1,6,4,NA,NA,68,4.9
David Montgomery,RB,CHI,2022,4,2,0,NA,4,1,0,3,2,1,4,4,5,NA,3,4,NA,NA,37,2.6
Khalil Herbert,RB,CHI,2022,1,1,2,1,0,0,2,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,10,0.9
Ryan Griffin,TE,CHI,2022,2,1,NA,NA,1,1,1,NA,NA,0,0,NA,NA,NA,0,1,NA,NA,7,0.8
Byron Pringle,WR,CHI,2022,2,0,1,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,11,1.4
Darnell Mooney,WR,CHI,2022,3,2,6,5,5,12,6,5,8,4,5,NA,NA,NA,NA,NA,NA,NA,61,5.5
Equanimeous St. Brown,WR,CHI,2022,3,4,2,2,2,0,7,3,2,0,2,2,4,NA,1,NA,NA,NA,34,2.4
Dante Pettis,WR,CHI,2022,1,0,0,3,2,7,1,5,1,1,0,2,2,NA,4,5,NA,NA,34,2.3
Cole Kmet,TE,CHI,2022,1,1,3,3,4,3,3,2,6,7,4,6,7,NA,5,6,NA,NA,61,4.1
Trestan Ebner,RB,CHI,2022,0,0,1,3,NA,NA,0,0,NA,NA,1,NA,0,NA,1,NA,NA,NA,6,0.7
Jeff Wilson Jr.,RB,MIA,2022,2,2,3,0,2,1,1,2,3,5,NA,3,2,0,NA,2,NA,NA,28,2
Elijah Mitchell,RB,SF,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,4,1
Brandon Aiyuk,WR,SF,2022,3,8,8,4,4,11,11,6,NA,7,4,8,9,3,4,7,NA,NA,97,6.5
Deebo Samuel,WR,SF,2022,7,6,8,7,9,10,7,NA,NA,6,9,7,10,5,NA,NA,NA,NA,91,7.6
Kyle Juszczyk,RB,SF,2022,2,1,1,1,2,4,4,NA,NA,NA,0,2,3,2,NA,NA,NA,NA,22,2
Jauan Jennings,WR,SF,2022,6,2,3,4,2,3,4,NA,NA,4,2,7,4,2,5,3,NA,NA,51,3.6
Ray-Ray McCloud III,WR,SF,2022,2,2,1,3,0,1,4,2,NA,1,1,1,0,1,3,1,NA,NA,23,1.5
Tyler Kroft,TE,SF,2022,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,0,NA,NA,5,0.8
Ross Dwelley,TE,SF,2022,2,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
Jordan Mason,RB,SF,2022,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0
Chuba Hubbard,RB,CAR,2022,0,0,0,0,NA,1,3,NA,NA,0,3,0,NA,3,3,0,NA,NA,13,1.1
D'Onta Foreman,RB,CAR,2022,0,0,NA,0,0,0,2,1,3,1,1,0,NA,1,0,0,NA,NA,9,0.6
Christian McCaffrey,RB,SF,2022,5,5,4,9,12,8,2,9,NA,6,7,6,10,3,8,2,NA,NA,96,6.4
DJ Moore,WR,CAR,2022,6,6,6,11,8,7,10,11,6,6,5,6,NA,3,6,7,NA,NA,104,6.9
Shi Smith,WR,CAR,2022,3,6,2,2,5,2,0,1,2,1,5,0,NA,2,3,2,NA,NA,36,2.4
Robbie Anderson,WR,ARI,2022,8,5,4,5,5,NA,1,3,3,NA,NA,3,NA,4,2,NA,NA,NA,43,3.9
Tommy Tremble,TE,CAR,2022,1,NA,1,6,1,NA,1,4,4,1,0,2,NA,2,3,2,NA,NA,28,2.2
Ian Thomas,TE,CAR,2022,3,3,3,3,2,2,1,1,NA,NA,4,2,NA,2,0,3,NA,NA,29,2.2
